cod_trans,cod_rest,fecha_trans,valor_trans,latitud,longitud,canal,medio,comision
KFCCO911863205,61,2022-06-05,62100,3.488061,-76.52323,Web,Web,6210.0
0000020350-074602,61,2022-06-05,50500,3.470653,-76.5294423,CallCenter,CallCenter,5050.0
0000020367-074602,61,2022-06-05,67100,3.4816034,-76.5184741,CallCenter,CallCenter,6710.0
0000020479-074602,61,2022-06-05,22100,3.4626005,-76.5297777,CallCenter,CallCenter,2210.0
0000020543-074602,61,2022-06-05,86000,3.4554084,-76.5365399,CallCenter,CallCenter,8600.0
14048979_tt,61,2022-06-05,78000,3.4551658,-76.5449208,TICTUK,TICTUK,9360.0
0000833651-010401,61,2022-06-05,38600,3.4919272,-76.5154826,App,Android,4246.0
14043671_tt,61,2022-06-05,50100,3.4542472,-76.5453159,TICTUK,TICTUK,6012.0
0000833369-010401,61,2022-06-05,43100,3.4735663,-76.5215275,App,Android,4741.0
0000833526-010401,61,2022-06-05,56900,3.4926216724211,-76.520623080719,App,Ios,6259.0
0000833528-010401,61,2022-06-05,34100,3.4582766205764,-76.5245022810996,App,Android,3751.0
KFCCO619632976,61,2022-06-05,20100,3.451056,-76.53961,Web,Web,2010.0
0000833718-010401,61,2022-06-05,22100,3.4914154,-76.5209357,App,Android,2431.0
KFCCO995628018,61,2022-06-05,31100,3.463133,-76.532814,Web,Web,3110.0
0000020916-074602,61,2022-06-05,54100,3.4673343,-76.5297594,CallCenter,CallCenter,5410.0
0000020925-074602,61,2022-06-05,28900,3.4689785,-76.5183577,CallCenter,CallCenter,2890.0
0000020929-074602,61,2022-06-05,44900,3.4761533,-76.5137894,CallCenter,CallCenter,4490.0
0000834109-010401,61,2022-06-05,45800,3.4830703313363,-76.5294724144042,App,Android,5038.0
0000020938-074602,61,2022-06-06,34100,3.4835232,-76.5235328,CallCenter,CallCenter,3410.0
0000833709-010401,61,2022-06-05,32100,3.4896286843702,-76.5208582937827,App,Ios,3531.0
14053896_tt,61,2022-06-05,93000,3.4711663,-76.5265373,TICTUK,TICTUK,11160.0
0000020792-074602,61,2022-06-05,40000,3.4534895,-76.5229049,CallCenter,CallCenter,4000.0
0000020862-074602,61,2022-06-05,45000,3.4674482,-76.5210812,CallCenter,CallCenter,4500.0
0000020882-074602,61,2022-06-05,34800,3.4732833,-76.5222595,CallCenter,CallCenter,3480.0
0000020934-074602,61,2022-06-06,33100,3.4557165,-76.5379173,CallCenter,CallCenter,3310.0
0000834192-010401,61,2022-06-06,48000,3.4659383,-76.5326605,App,Android,5280.0
KFCCO888208332,61,2022-06-06,49900,3.468559,-76.53065,Web,Web,4990.0
0000020981-074602,61,2022-06-06,60300,3.4685587,-76.523788,CallCenter,CallCenter,6030.0
0000021064-074602,61,2022-06-06,62800,3.45074,-76.51935,CallCenter,CallCenter,6280.0
0000099975-074602,61,2023-02-18,20800,3.4708954,-76.527959,CallCenter,CallCenter,2080.0
22659078_tt,61,2023-02-18,34800,3.4597649,-76.53711,TICTUK,TICTUK,4176.0
0000100093-074602,61,2023-02-18,59300,3.4638048,-76.5289592,CallCenter,CallCenter,5930.0
KFCCO838391064,61,2023-02-18,63700,3.487144,-76.53154,Web,Web,6370.0
0000100061-074602,61,2023-02-18,94800,3.4857536,-76.5076335,CallCenter,CallCenter,9480.0
0000099763-074602,61,2023-02-18,103700,3.4614557,-76.5293139,CallCenter,CallCenter,10370.0
0000099516-074602,61,2023-02-17,34300,3.4673343,-76.5297594,CallCenter,CallCenter,3430.0
0001043639-010401,61,2023-02-17,64800,3.4667937816269,-76.5307046436297,App,Ios,7128.0
KFCCO188815110,61,2023-02-17,31700,3.46262,-76.524826,Web,Web,3170.0
0001043872-010401,61,2023-02-17,44800,3.4618401422715,-76.5293034352362,App,Android,4928.0
KFCCO014455624,61,2023-02-17,26800,3.46262,-76.524826,Web,Web,2680.0
0001043789-010401,61,2023-02-17,39300,3.4660646427881,-76.530349496752,App,Android,4323.0
0001035012-010401,61,2023-02-06,59600,3.460366,-76.5284106,App,Android,6556.0
0001043859-010401,61,2023-02-17,52600,3.468095703690847,-76.52693504467607,App,Android,5786.0
0001044024-010401,61,2023-02-17,22700,3.4593104099514,-76.5221305377781,App,Android,2497.0
KFCCO197738843,61,2023-02-17,94800,3.452725,-76.543327,Web,Web,9480.0
0000099622-074602,61,2023-02-17,30700,3.4614557,-76.5293139,CallCenter,CallCenter,3070.0
KFCCO038248632,61,2023-01-11,24800,3.460191,-76.532387,Web,Web,2480.0
0000099668-074602,61,2023-02-17,44800,3.4516467,-76.5319854,CallCenter,CallCenter,4480.0
0001043621-010401,61,2023-02-17,30800,3.4571825993931,-76.5382261388004,App,Android,3388.0
0000099528-074602,61,2023-02-17,62300,3.4835232,-76.5235328,CallCenter,CallCenter,6230.0
KFCCO980624679,61,2023-02-17,25800,3.47275,-76.527817,Web,Web,2580.0
22612352_tt,61,2023-02-17,34800,3.4528283,-76.5278984,TICTUK,TICTUK,4176.0
0001019856-010401,61,2023-01-19,24800,3.4547911,-76.5371619,App,Android,2728.0
0000099412-074602,61,2023-02-16,81900,3.4546449,-76.523578,CallCenter,CallCenter,8190.0
0000099387-074602,61,2023-02-16,44700,3.4614557,-76.5293139,CallCenter,CallCenter,4470.0
KFCCO668664100,61,2022-12-24,20800,3.463794,-76.531563,Web,Web,2080.0
0000099419-074602,61,2023-02-16,36600,3.4534404,-76.5417316,CallCenter,CallCenter,3660.0
0001043349-010401,61,2023-02-16,64800,3.4864681032758,-76.5102071128786,App,Android,7128.0
KFCCO941324224,61,2023-02-16,30400,3.463772,-76.52343,Web,Web,3040.0
22609364_tt,61,2023-02-17,82800,3.4924037,-76.5226168,TICTUK,TICTUK,9936.0
0000099505-074602,61,2023-02-17,29800,3.4614557,-76.5293139,CallCenter,CallCenter,2980.0
22612690_tt,61,2023-02-17,35400,3.4893693,-76.5237969,TICTUK,TICTUK,4248.0
KFCCO692469547,61,2023-02-17,22800,3.467794,-76.532059,Web,Web,2280.0
KFCCO134819464,61,2022-12-17,34800,3.476863,-76.518433,Web,Web,3480.0
KFCCO829961514,61,2022-06-06,42000,3.468559,-76.53065,Web,Web,4200.0
0000021113-074602,61,2022-06-06,25000,3.4761533,-76.5137894,CallCenter,CallCenter,2500.0
0000834717-010401,61,2022-06-06,30000,3.4901841117348,-76.5212707269851,App,Ios,3300.0
0000021122-074602,61,2022-06-06,18100,3.4655024,-76.5205574,CallCenter,CallCenter,1810.0
0000021075-074602,61,2022-06-06,58900,3.449486,-76.5524357,CallCenter,CallCenter,5890.0
KFCCO097064012,61,2022-06-06,51000,3.459693,-76.53173,Web,Web,5100.0
KFCCO320258335,61,2022-06-07,39100,3.481919,-76.51294,Web,Web,3910.0
KFCCO691911596,61,2022-06-07,27000,3.460386,-76.52951,Web,Web,2700.0
0000834856-010401,61,2022-06-07,39100,3.4727938,-76.5296402,App,Android,4301.0
KFCCO942577239,61,2022-06-07,64000,3.450779,-76.5515,Web,Web,6400.0
KFCCO339676043,61,2022-06-07,22100,3.458944,-76.53097,Web,Web,2210.0
0000021136-074602,61,2022-06-07,31900,3.4614557,-76.5293139,CallCenter,CallCenter,3190.0
0000021160-074602,61,2022-06-07,59000,3.4549836,-76.5246288,CallCenter,CallCenter,5900.0
0000021167-074602,61,2022-06-07,54100,3.4845167,-76.5133276,CallCenter,CallCenter,5410.0
0000834994-010401,61,2022-06-07,34900,3.4704199,-76.5229972,App,Android,3839.0
0000834852-010401,61,2022-06-07,22600,3.4709292469013,-76.529230680317,App,Android,2486.0
0000835140-010401,61,2022-06-07,22100,3.4895345403332,-76.5230874158442,App,Android,2431.0
0000835393-010401,61,2022-06-07,40100,3.481418,-76.5110532,App,Android,4411.0
0000835396-010401,61,2022-06-07,59100,3.4901218662776,-76.5225409157574,App,Android,6501.0
0000835500-010401,61,2022-06-07,49100,3.4665622404955,-76.5201909653842,App,Android,5401.0
0000835079-010401,61,2022-06-07,42100,3.4798318508181,-76.5249555744231,App,Android,4631.0
0000835451-010401,61,2022-06-07,34100,3.4634030150051,-76.5289299376309,App,Android,3751.0
0000021422-074602,61,2022-06-07,48100,3.470653,-76.5294423,CallCenter,CallCenter,4810.0
0000835726-010401,61,2022-06-08,180000,3.4628163,-76.5276879,App,Android,19800.0
0000021484-074602,61,2022-06-08,56000,3.4554084,-76.5365399,CallCenter,CallCenter,5600.0
0000835535-010401,61,2022-06-07,133800,3.4590214,-76.5278863,App,Android,14718.0
KFCCO957253732,61,2022-06-07,30100,3.469163,-76.53159,Web,Web,3010.0
0000835844-010401,61,2022-06-08,34100,3.4641281,-76.5236639,App,Android,3751.0
0000021555-074602,61,2022-06-08,36000,3.4702823,-76.5224293,CallCenter,CallCenter,3600.0
KFCCO970686605,61,2022-06-08,20100,3.458021,-76.533554,Web,Web,2010.0
KFCCO819890054,61,2022-06-07,64100,3.472051,-76.52126,Web,Web,6410.0
0000835877-010401,61,2022-06-08,54100,3.4837483470974,-76.5222907997668,App,Android,5951.0
14113183_tt,61,2022-06-08,20101,3.4568616,-76.5261824,TICTUK,TICTUK,2412.12
14115153_tt,61,2022-06-08,31100,3.4615681,-76.5304517,TICTUK,TICTUK,3732.0
0000835947-010401,61,2022-06-08,61500,3.479171,-76.5156207,App,Android,6765.0
0000835220-010401,61,2022-06-07,15100,3.4829809,-76.5247769,App,Android,1661.0
0000835569-010401,61,2022-06-07,20100,3.4590214,-76.5278863,App,Android,2211.0
0000021505-074602,61,2022-06-08,31100,3.4661945,-76.524551,CallCenter,CallCenter,3110.0
0000836018-010401,61,2022-06-08,33100,3.4729830602373,-76.5218472294509,App,Android,3641.0
KFCCO976060116,61,2022-07-31,62100,3.464133,-76.528824,Web,Web,6210.0
15840661_tt,61,2022-07-31,59100,3.4616668,-76.5298393,TICTUK,TICTUK,7092.0
0000881078-010401,61,2022-07-31,62100,3.4568957891823,-76.5361786074936,App,Android,6831.0
0000040723-074602,61,2022-07-31,64100,3.4850612,-76.5102973,CallCenter,CallCenter,6410.0
0000040728-074602,61,2022-07-31,79100,3.4552798,-76.5305333,CallCenter,CallCenter,7910.0
15845122_tt,61,2022-07-31,59100,3.4519329,-76.5430332,TICTUK,TICTUK,7092.0
0000040826-074602,61,2022-07-31,51100,3.4614557,-76.5293139,CallCenter,CallCenter,5110.0
0000040641-074602,61,2022-07-31,44100,3.483954,-76.509065,CallCenter,CallCenter,4410.0
0000040649-074602,61,2022-07-31,35100,3.4614557,-76.5293139,CallCenter,CallCenter,3510.0
0000040782-074602,61,2022-07-31,22100,3.4845167,-76.5133276,CallCenter,CallCenter,2210.0
0000040900-074602,61,2022-07-31,22100,3.4517192,-76.5435484,CallCenter,CallCenter,2210.0
0000040944-074602,61,2022-07-31,55100,3.470653,-76.5294423,CallCenter,CallCenter,5510.0
0000040963-074602,61,2022-07-31,54100,3.4540106,-76.5395882,CallCenter,CallCenter,5410.0
KFCCO600153058,61,2022-07-31,96000,3.461147,-76.53494,Web,Web,9600.0
KFCCO575966316,61,2022-07-31,39600,3.489594,-76.52164,Web,Web,3960.0
KFCCO274331417,61,2022-07-31,43100,3.486315,-76.504944,Web,Web,4310.0
15847490_tt,61,2022-07-31,38100,3.4799902,-76.5114589,TICTUK,TICTUK,4572.0
0000882108-010401,61,2022-07-31,38000,3.4915999,-76.5193057,App,Ios,4180.0
0000041262-074602,61,2022-08-01,72100,3.4563156,-76.5261084,CallCenter,CallCenter,7210.0
0000882424-010401,61,2022-08-01,23500,3.4725089,-76.5264619,App,Android,2585.0
0000882523-010401,61,2022-08-01,23100,3.4536267669688,-76.5371911413968,App,Android,2541.0
0000041340-074602,61,2022-08-01,55100,3.4614557,-76.5293139,CallCenter,CallCenter,5510.0
0000041360-074602,61,2022-08-01,34100,3.4760964,-76.5151664,CallCenter,CallCenter,3410.0
0000041382-074602,61,2022-08-01,57900,3.4759393,-76.5183122,CallCenter,CallCenter,5790.0
15892910_tt,61,2022-08-01,64800,3.4658901,-76.5302658,TICTUK,TICTUK,7776.0
0000882759-010401,61,2022-08-01,87100,3.4809915,-76.5251265,App,Android,9581.0
0000041460-074602,61,2022-08-02,54100,3.4902345,-76.520394,CallCenter,CallCenter,5410.0
0000041487-074602,61,2022-08-02,59100,3.449486,-76.5524357,CallCenter,CallCenter,5910.0
KFCCO317427693,61,2022-08-01,43100,3.491322,-76.51545,Web,Web,4310.0
0000041416-074602,61,2022-08-01,69100,3.4546483,-76.535946,CallCenter,CallCenter,6910.0
15902266_tt,61,2022-08-02,31000,3.4676767,-76.5255824,TICTUK,TICTUK,3720.0
KFCCO874705556,61,2023-02-16,22700,3.464609,-76.523911,Web,Web,2270.0
0000099301-074602,61,2023-02-16,78500,3.4557622,-76.5285088,CallCenter,CallCenter,7850.0
0000099348-074602,61,2023-02-16,54800,3.4914867,-76.5173987,CallCenter,CallCenter,5480.0
KFCCO467835994,61,2023-02-16,24800,3.460191,-76.532387,Web,Web,2480.0
0001042991-010401,61,2023-02-16,22800,3.4552878,-76.5246969,App,Android,2508.0
KFCCO418490860,61,2023-02-16,64100,3.474581,-76.52961,Web,Web,6410.0
KFCCO953267294,61,2023-02-16,55800,3.458329,-76.523537,Web,Web,5580.0
0001040480-010401,61,2023-02-12,39900,3.4726922318725,-76.5237147174776,App,Android,4389.0
0000098679-074602,61,2023-02-12,29900,3.470653,-76.5294423,CallCenter,CallCenter,2990.0
KFCCO996789099,61,2023-02-15,17900,3.468675,-76.526993,Web,Web,1790.0
0000099145-074602,61,2023-02-15,33300,3.4548558,-76.5365039,CallCenter,CallCenter,3330.0
0001042333-010401,61,2023-02-15,27900,3.4667694481194,-76.5285235829651,App,Android,3069.0
0000099192-074602,61,2023-02-15,65800,3.4757144,-76.5267836,CallCenter,CallCenter,6580.0
0001042336-010401,61,2023-02-15,42700,3.4767202684925,-76.5136346407235,App,Android,4697.0
0001042396-010401,61,2023-02-15,27900,3.4819529,-76.5139385,App,Ios,3069.0
0000099198-074602,61,2023-02-15,32700,3.4684706,-76.5226985,CallCenter,CallCenter,3270.0
0001042427-010401,61,2023-02-15,59700,3.4889411890526896,-76.51322761550546,App,Android,6567.0
0001042682-010401,61,2023-02-15,64800,3.4500665,-76.5212332,App,Android,7128.0
0000099272-074602,61,2023-02-15,48000,3.4912889,-76.516975,CallCenter,CallCenter,4800.0
0000998507-010401,61,2022-12-22,20800,3.4686528,-76.5269588,App,Android,2288.0
0001040626-010401,61,2023-02-12,34800,3.4585347,-76.533329,App,Android,3828.0
0000999416-010401,61,2022-12-23,31700,3.4513025000415,-76.5210288204253,App,Android,3487.0
KFCCO844154535,61,2023-02-14,13800,3.455068,-76.541664,Web,Web,1380.0
KFCCO138920339,61,2023-02-14,44800,3.474969,-76.521927,Web,Web,4480.0
0000099063-074602,61,2023-02-14,27800,3.458965,-76.5358003,CallCenter,CallCenter,2780.0
0000099019-074602,61,2023-02-14,75800,3.4835232,-76.5235328,CallCenter,CallCenter,7580.0
KFCCO121695707,61,2023-02-14,54800,3.464983,-76.523628,Web,Web,5480.0
0001033547-010401,61,2023-02-04,34800,3.4595480153027,-76.5253116376698,App,Android,3828.0
0000099097-074602,61,2023-02-14,39800,3.4553589,-76.5357721,CallCenter,CallCenter,3980.0
0001042093-010401,61,2023-02-15,39700,3.4664795,-76.5259997,App,Ios,4367.0
0000099121-074602,61,2023-02-15,29700,3.4672712,-76.5193323,CallCenter,CallCenter,2970.0
0001042136-010401,61,2023-02-15,18900,3.4898882660311,-76.5082819573581,App,Android,2079.0
0001007095-010401,61,2023-01-02,38200,3.4518503502663,-76.5456048958004,App,Android,4202.0
0001041500-010401,61,2023-02-14,10400,3.4820882,-76.5143993,App,Android,1144.0
KFCCO323699865,61,2023-02-14,58300,3.46712,-76.531731,Web,Web,5830.0
0001000101-010401,61,2022-12-25,63700,3.4754322,-76.5178901,App,Android,7007.0
0001041159-010401,61,2023-02-14,54800,3.461473015592,-76.5308074839413,App,Android,6028.0
0000098892-074602,61,2023-02-14,32700,3.455062,-76.5416701,CallCenter,CallCenter,3270.0
KFCCO511826159,61,2023-02-14,66700,3.452904,-76.536301,Web,Web,6670.0
0001041252-010401,61,2023-02-14,54300,3.4848111,-76.5117928,App,Android,5973.0
0000098941-074602,61,2023-02-14,39800,3.4550218,-76.5278612,CallCenter,CallCenter,3980.0
0001041284-010401,61,2023-02-14,27900,3.4532667362437,-76.5292078815401,App,Android,3069.0
22521216_tt,61,2023-02-14,46700,3.4584951,-76.5329766,TICTUK,TICTUK,5604.0
0000089618-074602,61,2023-01-08,75800,3.4530168,-76.5499847,CallCenter,CallCenter,7580.0
0001040672-010401,61,2023-02-13,24800,3.4635559,-76.5284982,App,Android,2728.0
KFCCO303071253,61,2023-02-13,25400,3.458021,-76.533554,Web,Web,2540.0
0001040824-010401,61,2023-02-13,17900,3.470425548818153,-76.52741683647037,App,Android,1969.0
KFCCO906636499,61,2023-02-13,71900,3.464086,-76.531357,Web,Web,7190.0
0000098825-074602,61,2023-02-13,20800,3.4574778,-76.5346755,CallCenter,CallCenter,2080.0
0000098871-074602,61,2023-02-13,40900,3.4536828,-76.5270378,CallCenter,CallCenter,4090.0
0001041099-010401,61,2023-02-13,54800,3.4792117,-76.515624,App,Android,6028.0
0001040198-010401,61,2023-02-12,54800,3.468490230152013,-76.51925520971417,App,Android,6028.0
KFCCO029936000,61,2023-02-12,90300,3.492271,-76.521111,Web,Web,9030.0
0001040294-010401,61,2023-02-12,44800,3.4728451727605,-76.5250511281192,App,Android,4928.0
KFCCO580493794,61,2023-02-12,46700,3.46303,-76.522423,Web,Web,4670.0
0000098671-074602,61,2023-02-12,24900,3.4816034,-76.5184741,CallCenter,CallCenter,2490.0
0001040450-010401,61,2023-02-12,45200,3.4523929167736,-76.5395907126367,App,Android,4972.0
KFCCO395812332,61,2023-01-05,34400,3.472038,-76.517822,Web,Web,3440.0
0001040463-010401,61,2023-02-12,42700,3.455069517813615,-76.53019962832332,App,Android,4697.0
22470050_tt,61,2023-02-12,58800,3.4690755,-76.5291675,TICTUK,TICTUK,7056.0
0001040560-010401,61,2023-02-12,34800,3.464955,-76.5308797,App,Android,3828.0
0001008684-010401,61,2023-01-03,23800,3.4871473,-76.530256,App,Android,2618.0
0001038326-010401,61,2023-02-10,23800,3.466516494750977,-76.5285500477544,App,Ios,2618.0
0001038392-010401,61,2023-02-10,34800,3.4568995,-76.5342504,App,Android,3828.0
0000098135-074602,61,2023-02-11,78500,3.4567626,-76.5281556,CallCenter,CallCenter,7850.0
0001039161-010401,61,2023-02-11,70300,3.4544249,-76.5342086,App,Android,7733.0
0000098152-074602,61,2023-02-11,56000,3.4614557,-76.5293139,CallCenter,CallCenter,5600.0
0001039163-010401,61,2023-02-11,55800,3.4849537795708,-76.5187083743513,App,Android,6138.0
0000098166-074602,61,2023-02-11,46000,3.467894,-76.5259783,CallCenter,CallCenter,4600.0
0000098187-074602,61,2023-02-11,83900,3.4550146,-76.5382489,CallCenter,CallCenter,8390.0
0001039318-010401,61,2023-02-11,52600,3.4550705365959,-76.5422343766046,App,Ios,5786.0
KFCCO867186174,61,2023-02-11,35700,3.452803,-76.544739,Web,Web,3570.0
KFCCO856815641,61,2023-02-11,64800,3.45946,-76.53006,Web,Web,6480.0
0000098197-074602,61,2023-02-11,20900,3.4888493,-76.5116338,CallCenter,CallCenter,2090.0
0001039649-010401,61,2023-02-12,37000,3.4622524072004994,-76.52824498156167,App,Ios,4070.0
KFCCO951836960,61,2023-02-10,25400,3.458021,-76.533554,Web,Web,2540.0
0001037728-010401,61,2023-02-10,47700,3.4928503471919,-76.5222498960793,App,Android,5247.0
0001037975-010401,61,2023-02-10,25700,3.4542547921936,-76.5361253823872,App,Ios,2827.0
KFCCO355049514,61,2023-02-10,75800,3.48643,-76.509773,Web,Web,7580.0
0001038128-010401,61,2023-02-10,34800,3.4689999100294,-76.5319685451686,App,Android,3828.0
22394820_tt,61,2023-02-10,41700,3.4799326,-76.5174435,TICTUK,TICTUK,5004.0
KFCCO464941869,61,2023-02-07,50800,3.452746,-76.51947,Web,Web,5080.0
22355909_tt,61,2023-02-09,21300,3.4678845,-76.5304297,TICTUK,TICTUK,2556.0
0000097549-074602,61,2023-02-09,53500,3.4909658,-76.5157112,CallCenter,CallCenter,5350.0
0000097574-074602,61,2023-02-09,36400,3.4614557,-76.5293139,CallCenter,CallCenter,3640.0
0000097596-074602,61,2023-02-09,81100,3.4637793,-76.5282398,CallCenter,CallCenter,8110.0
0001037468-010401,61,2023-02-09,44800,3.4833651,-76.5173992,App,Ios,4928.0
0000097641-074602,61,2023-02-10,32700,3.4757144,-76.5267836,CallCenter,CallCenter,3270.0
KFCCO365128551,61,2023-02-10,20800,3.46995,-76.532257,Web,Web,2080.0
0000085576-074602,61,2022-12-24,26800,3.4656257,-76.5277059,CallCenter,CallCenter,2680.0
21803631_tt,61,2023-01-22,26300,3.4604178,-76.5301898,TICTUK,TICTUK,3156.0
0000999724-010401,61,2022-12-24,26800,3.4802297679581,-76.524588111788,App,Android,2948.0
0000097466-074602,61,2023-02-09,42200,3.4567743,-76.524797,CallCenter,CallCenter,4220.0
0000085794-074602,61,2022-12-25,35700,3.4614557,-76.5293139,CallCenter,CallCenter,3570.0
KFCCO116551789,61,2023-02-09,65800,3.479955,-76.529114,Web,Web,6580.0
0000097524-074602,61,2023-02-09,42400,3.481811,-76.5284773,CallCenter,CallCenter,4240.0
0001037397-010401,61,2023-02-09,39300,3.4767202684925,-76.5136346407235,App,Android,4323.0
KFCCO036054857,61,2023-02-09,24800,3.485016,-76.531273,Web,Web,2480.0
KFCCO273720930,61,2023-01-02,103700,3.461141,-76.53492,Web,Web,10370.0
0001036581-010401,61,2023-02-08,25700,3.4570236206054688,-76.53241320520316,App,Ios,2827.0
KFCCO774538945,61,2023-02-08,54800,3.485901,-76.519432,Web,Web,5480.0
0001036892-010401,61,2023-02-08,82600,3.473735,-76.5292769,App,Android,9086.0
KFCCO601790306,61,2023-02-08,44800,3.4713,-76.531334,Web,Web,4480.0
0001036933-010401,61,2023-02-09,23300,3.4574352789173,-76.5287418477237,App,Android,2563.0
KFCCO612391732,61,2023-02-09,54800,3.452681,-76.536789,Web,Web,5480.0
0000097275-074602,61,2023-02-08,24700,3.4673343,-76.5297594,CallCenter,CallCenter,2470.0
0001036413-010401,61,2023-02-08,19900,3.4698522,-76.5270956,App,Android,2189.0
0000097321-074602,61,2023-02-08,54800,3.4583085,-76.5226971,CallCenter,CallCenter,5480.0
KFCCO927642349,61,2023-02-08,67200,3.487144,-76.53154,Web,Web,6720.0
22328596_tt,61,2023-02-08,24200,3.463257,-76.5329043,TICTUK,TICTUK,2904.0
KFCCO006740311,61,2023-02-17,51800,3.478342,-76.514236,Web,Web,5180.0
0000099708-074602,61,2023-02-17,417100,3.4678986,-76.5308043,CallCenter,CallCenter,41710.0
0001044286-010401,61,2023-02-17,35600,3.4643254570923,-76.5235601551831,App,Android,3916.0
0001044315-010401,61,2023-02-17,21800,3.4574352789173,-76.5287418477237,App,Android,2398.0
0000099738-074602,61,2023-02-18,163500,3.4513549,-76.5267631,CallCenter,CallCenter,16350.0
22647489_tt,61,2023-02-18,54800,3.484945,-76.5146324,TICTUK,TICTUK,6576.0
0000099732-074602,61,2023-02-18,157400,3.4513549,-76.5267631,CallCenter,CallCenter,15740.0
0000099780-074602,61,2023-02-18,20800,3.4545185,-76.5414961,CallCenter,CallCenter,2080.0
22160524_tt,61,2023-02-03,40800,3.4695163,-76.5269868,TICTUK,TICTUK,4896.0
0001044703-010401,61,2023-02-18,26700,3.4655602477347,-76.521001663059,App,Android,2937.0
0000997819-010401,61,2022-12-21,26800,3.4571357935837,-76.5321452356875,App,Android,2948.0
0001039555-010401,61,2023-02-12,77800,3.4842329357631,-76.508500892669,App,Android,8558.0
KFCCO701242902,61,2023-02-12,51300,3.463133,-76.532814,Web,Web,5130.0
KFCCO079852039,61,2023-02-12,54800,3.48072,-76.511765,Web,Web,5480.0
0000098355-074602,61,2023-02-12,27800,3.4517192,-76.5435484,CallCenter,CallCenter,2780.0
0001035289-010401,61,2023-02-06,20800,3.4714874542192,-76.5170490927994,App,Android,2288.0
22451798_tt,61,2023-02-12,48300,3.4844963,-76.5215597,TICTUK,TICTUK,5796.0
0001039832-010401,61,2023-02-12,45800,3.4744994052094,-76.5222019515932,App,Android,5038.0
0001039986-010401,61,2023-02-12,20800,3.468922944302518,-76.52408184483647,App,Android,2288.0
0000098595-074602,61,2023-02-12,40900,3.4594167,-76.5300348,CallCenter,CallCenter,4090.0
0000098610-074602,61,2023-02-12,22900,3.4657925,-76.5294565,CallCenter,CallCenter,2290.0
22188917_tt,61,2023-02-03,23800,3.4583882,-76.5265993,TICTUK,TICTUK,2856.0
0000096944-074602,61,2023-02-06,20800,3.4614557,-76.5293139,CallCenter,CallCenter,2080.0
0000097070-074602,61,2023-02-07,61900,3.4561424,-76.5370326,CallCenter,CallCenter,6190.0
KFCCO539015021,61,2023-02-07,50800,3.452746,-76.51947,Web,Web,5080.0
KFCCO491070279,61,2023-02-03,64800,3.472495,-76.528069,Web,Web,6480.0
0001032306-010401,61,2023-02-03,29800,3.4842291,-76.5172498,App,Android,3278.0
0001032574-010401,61,2023-02-03,24800,3.4642299043753546,-76.53256265446544,App,Android,2728.0
0001032596-010401,61,2023-02-03,54800,3.4792465,-76.5156201,App,Android,6028.0
0000095858-074602,61,2023-02-02,46700,3.4563491,-76.5330486,CallCenter,CallCenter,4670.0
0001031907-010401,61,2023-02-03,65800,3.4552609924566937,-76.52682775631547,App,Android,7238.0
0001032640-010401,61,2023-02-03,94800,3.4756871717408,-76.51525704190135,App,Android,10428.0
0000096156-074602,61,2023-02-04,39200,3.4530927,-76.5286058,CallCenter,CallCenter,3920.0
0000096265-074602,61,2023-02-04,35400,3.4512856,-76.5238715,CallCenter,CallCenter,3540.0
KFCCO408628542,61,2023-02-04,30400,3.476514,-76.528229,Web,Web,3040.0
0000096375-074602,61,2023-02-04,54800,3.4656421,-76.5276654,CallCenter,CallCenter,5480.0
0000096426-074602,61,2023-02-04,44800,3.4666254,-76.5208301,CallCenter,CallCenter,4480.0
0001034182-010401,61,2023-02-05,43700,3.4598555820885,-76.5304672228984,App,Ios,4807.0
0001034259-010401,61,2023-02-05,64400,3.4828720092773,-76.5209794178682,App,Ios,7084.0
0000096759-074602,61,2023-02-05,111000,3.481811,-76.5284773,CallCenter,CallCenter,11100.0
0001032379-010401,61,2023-02-03,26800,3.4571825993931,-76.5382261388004,App,Android,2948.0
0001034446-010401,61,2023-02-05,23800,3.4780119819375743,-76.5157207287848,App,Android,2618.0
KFCCO608364591,61,2023-02-05,33800,3.484813,-76.526543,Web,Web,3380.0
0000096831-074602,61,2023-02-05,60900,3.4650099,-76.5270446,CallCenter,CallCenter,6090.0
0000096837-074602,61,2023-02-05,42400,3.4842414,-76.5254995,CallCenter,CallCenter,4240.0
0001035132-010401,61,2023-02-06,16800,3.4740917800022,-76.5156251750886,App,Android,1848.0
0000097058-074602,61,2023-02-06,24800,3.484328,-76.524406,CallCenter,CallCenter,2480.0
0001035419-010401,61,2023-02-07,39800,3.4692358604071,-76.5200434438884,App,Android,4378.0
KFCCO756050845,61,2023-02-07,50800,3.452746,-76.51947,Web,Web,5080.0
0001031087-010401,61,2023-02-01,22700,3.480287551879883,-76.5226778963865,App,Ios,2497.0
0001031162-010401,61,2023-02-02,64800,3.4887052616516065,-76.51522418484092,App,Android,7128.0
KFCCO805896700,61,2023-02-02,25800,3.468331,-76.527313,Web,Web,2580.0
0000095685-074602,61,2023-02-02,27800,3.4680961,-76.5324979,CallCenter,CallCenter,2780.0
0001031279-010401,61,2023-02-02,27800,3.4578794837874,-76.5215757232422,App,Android,3058.0
